titulo,localizacion,moneda,precio,superficie_total,superficie_cubierta,dormitorios,ambientes,expensas,pisos,disposicion,piso,departamentos_x_piso,cocheras,tipo_departamento,antiguedad,con_pileta
Arenales 1100,Arenales 1100 - Barrio Norte,$,24000,,,,,$3.117,,,,,,,,
Santa Fe 1500,Santa Fe 1500 - Barrio Norte,$,125000,,,,,$4.500,,,,,,,,
Ramon Falcon 2000,"Ramon Falcon 2000, 3° piso - Flores",$,8000,,37m²,Monoambiente,,$1.700,,Frente,,,,Semipiso,8años,
Av Maipu al 2700 entre alberdi y r s peña,Av Maipu al 2700 entre alberdi y r s peña - Olivos,$,115000,,,,,,,,,,,,35años,
av Belgrano al 200,av Belgrano al 200 - Monserrat,$,50000,,,,,,,,,,,,10años,
España 2300,España 2300 - Olivos Roche,$,15000,,56m²,,,,,,,,,,,
Gdor.Ugarte 2400,Gdor.Ugarte 2400 - Olivos Golf,$,15000,,54m²,,,,,,,,,,,
Av Gaona 1200,"Av Gaona 1200, 4° piso - Cid Campeador",$,12000,4m²,50m²,1,,$5.900,,Contrafrente,,,,Departamento,4años,Si
Ituzaingo al al 400,Ituzaingo al al 400 - San Isidro,$,70000,,,,,,,,,,,,4años,
Tomkinson 2500,Tomkinson 2500 - San Isidro,USD,9500,,,,,,,,,,25,,,
Pacifico Rodriguez 4900,"Pacifico Rodriguez 4900, 2° piso - Villa Ballester",$,8000,,45m²,1,,$1.200,,Frente,,,,Departamento,20años,
Av Carabobo 500,"Av Carabobo 500, 4° piso - Flores Sur",$,11000,,45m²,1,,$1.450,,,,,,Departamento,45años,
Lazaristas 100,Lazaristas 100 - Belen De Escobar,$,8000,,45m²,1,,,,,,,,Departamento,,
Pacifico Rodriguez 7200,Pacifico Rodriguez 7200 - Villa Ballester,$,60000,,,,,,,,,,,,,
del golf 800,del golf 800 - Otros barrios de Nordelta,$,28000,"56,45m²","85,05m²",2,,$10.500,,,,,1,,,
Av. de los constituyentes 500,Av. de los constituyentes 500 - Tortugas Country Club,'],,60000m²,5000m²,,,,,,,,,,,
Garcia Merou 2400,Garcia Merou 2400 - Martinez,USD,12000,,,,,,,,,,8,,,
Honduras 5700,Honduras 5700 - Palermo Hollywood,'],,,,,,,,,,,,,,
Tres Sargentos 2000,Tres Sargentos 2000 - Martinez,$,18000,,45m²,,,,,,,,,,,
TALAR DEL LAGO I 100,TALAR DEL LAGO I 100 - Talar Del Lago,$,55000,,290m²,3,,,,,,,4,,,Si
ALTOS DEL MOLINO 600,ALTOS DEL MOLINO 600 - Alto del Molino,$,10500,5m²,50m²,1,,$3.100,,Frente,,,1,Departamento,15años,
Pergamino 100,Pergamino 100 - Flores,$,9000,,37m²,Monoambiente,,$1.800,,Frente,,,,Departamento,5años,
TERRAZAS DEL LAGO,TERRAZAS DEL LAGO - Countries y Barrios Cerrados Pilar,$,10500,8m²,46m²,1,,$4.400,,Lateral,,,,Departamento,6años,
E Echeverria 2500,"E Echeverria 2500, 5° piso - Belgrano",$,12000,,45m²,1,,NoIncluidas,,Frente,,,,Semipiso,6años,
J De Garay 2300,J De Garay 2300 - Olivos Quinta Presidencial,$,8500,,,1,,,,,,,,Departamento,,
Godoy Cruz 1600,"Godoy Cruz 1600, 2° piso - Palermo Soho",$,13000,,40m²,1,,$1.000,,Frente,,,,Departamento,,
Independencia 4800,Independencia 4800 - Villa Ballester,$,30000,,,,,,,,,,,,,
Martha Salotti 400,Martha Salotti 400 - Puerto Madero,$,55000,,118m²,1,,,,Frente,,,,,2años,
Suipacha 1100,Suipacha 1100 - Retiro,USD,6000,,,,,$36.914,,,,,2,,,
San Jose 100,"San Jose 100, 1° piso - Monserrat",$,10000,,,,,,,,,,,,45años,
Av Rivadavia 17800,Av Rivadavia 17800 - Moron,$,75000,,180m²,,,,,,,,,,,
Moreno 3700,Moreno 3700 - General San Martin,$,28000,,180m²,,,,,,,,,,30años,
AV.JUAN B.JUSTO 4700,"AV.JUAN B.JUSTO 4700, 2° piso - Flores",$,8500,,43m²,1,,,7,Lateral,,3,,Departamento,35años,
Rio De Janeiro 300,Rio De Janeiro 300 - Caballito,$,11500,4m²,41m²,1,,$3.500,,Frente,,,,Departamento,30años,
Blanco Encalada 5600,"Blanco Encalada 5600, 9° piso - Villa Urquiza",$,18000,6m²,57m²,2,,NoIncluidas,,Contrafrente,,,1,Departamento,10años,Si
Francia 1500,"Francia 1500, 3° piso - Rosario",$,6800,,40m²,Monoambiente,,,2años,Frente,,EntreMedianeras,Ladrillo,Departamento,Excelente,
Av Rivadavia 18100,Av Rivadavia 18100 - Moron Sur,$,55000,,60m²,,,,,,,,,,,
Colombia 1500,Colombia 1500 - San Andres,'],,,1300m²,,,,,,,,,,,
Rodriguez Peña 2500,Rodriguez Peña 2500 - Villa Maipu,$,210000,500m²,1500m²,,,,,,,,,,,
Tomkinson 2500,Tomkinson 2500 - San Isidro,USD,4800,,,,,,,,,,12,,,
Lavalle y Reconquista,Lavalle y Reconquista - Microcentro,$,22000,,,,,$11.891,,,,,,,50años,
Alvear 2400,Alvear 2400 - Villa Ballester,$,30000,,,,,,,,,,,,,
ARENALES 1900,ARENALES 1900 - Recoleta,+ $. de expensas'],2000,,,,,$2.000,,,,,,,,
Roble II 100,Roble II 100 - Otros barrios de Nordelta,$,40000,25m²,162m²,3,,,,,,,1,,,
Marinas del Portezuelo | Martín Pescador 200,Marinas del Portezuelo | Martín Pescador 200 - Otros barrios de Nordelta,$,15500,,"49,37m²",1,,$6.600,,,,,1,,1años,
Petrona Eyle 300,Petrona Eyle 300 - Puerto Madero,USD,3500,,130m²,1,,,,,,,1,Departamento,5años,Si
Petrona Eyle 300,Petrona Eyle 300 - Puerto Madero,USD,5500,38m²,136m²,2,,,,Frente,,,1,Departamento,5años,Si
Petrona Eyle 300,Petrona Eyle 300 - Puerto Madero,USD,5500,154m²,154m²,2,,,,Frente,,,1,Departamento,5años,Si
Lauria 100,Lauria 100 - Belen De Escobar,$,13000,,50m²,2,,,,,,,,Duplex,,
B Salom 600,B Salom 600 - Barracas,$,65000,,667m²,,,,,,,,,,,
Oliden 2900,Oliden 2900 - Mataderos,$,35000,,200m²,,,,,,,,,,35años,
Azucena Villalflor 500,Azucena Villalflor 500 - Puerto Madero,USD,1500,4m²,76m²,1,,,,,,,1,Departamento,,Si
Azucena Villaflor 500,Azucena Villaflor 500 - Puerto Madero,$,39000,4m²,78m²,1,,,,,,,1,Departamento,10años,Si
Chateau I,Chateau I - Nordelta El Palmar,$,14000,,70m²,1,,$8.000,,Frente,,,1,,3años,
Marinas del Yacht,Marinas del Yacht - Nordelta El Yacht,$,34000,,123m²,2,,$15.000,,Frente,,,2,,5años,Si
Coronel Salvadores 1200,Coronel Salvadores 1200 - Barracas,$,35000,,270m²,,,,,,,,,,,
Corrientes 1700,Corrientes 1700 - San Nicolás,$,15000,,,,,,,,,,,,40años,
Av J M Moreno 900,Av J M Moreno 900 - Monserrat,$,18000,,,,,$5.800,,,,,1,,40años,
Arenales 1200,Arenales 1200 - Recoleta,$,11000,1m²,34m²,1,,$2.500,,,,,,Departamento,50años,
Juana Manso 500,Juana Manso 500 - Puerto Madero,$,85000,,110m²,2,,,,Frente,,,1,,18años,
Azucena Villaflor 500,Azucena Villaflor 500 - Puerto Madero,USD,1100,,81m²,1,,,,Frente,,,1,,9años,
DIAZ VELEZ 4300,DIAZ VELEZ 4300 - Caballito,'],,,,,,,,,,,,,,
PAROISSIEN DIEGO 2500,PAROISSIEN DIEGO 2500 - Saavedra,USD,8500,,1635m²,,,,,,,,,,37años,
Polo 100,Polo 100 - Moreno,USD,2700,,600m²,,,,,,,,,,,
Parque Industrial Pilar 400,Parque Industrial Pilar 400 - Countries y Barrios Cerrados Pilar,$,72000,,483m²,,,,,,,,,,,
Lamadrid 2700,Lamadrid 2700 - Villa Ballester,$,35000,,180m²,,,,,,,,,,,
M.T.de Alvear al 600,M.T.de Alvear al 600 - Retiro,$,22000,,,,,,,,,,,,55años,
Au Acceso Oeste 1000,Au Acceso Oeste 1000 - Moreno,USD,15000,50000m²,2700m²,,,,,,,,,,,
Riobamba 1000,"Riobamba 1000, 3° piso - Recoleta",$,15000,7m²,60m²,2,,$6.884,,,,,,Departamento,,
Tte Cnel M Besares 2800,"Tte Cnel M Besares 2800, 3° piso - Nuñez",$,10000,,35m²,1,,NoPaga,3,,,4,,Departamento,60años,
Excelente Piso de Oficina Av. Santa Fe al 800,Excelente Piso de Oficina Av. Santa Fe al 800 - Retiro,USD,7000,,,,,,,,,,2,,40años,
Biarritz 3400,Biarritz 3400 - Chilavert,$,7000,,16m²,,,,,,,,,,,
Corrientes 600,Corrientes 600 - San Nicolás,USD,15000,,400m²,,,,,,,,,,,
Lago del Sendero 100,Lago del Sendero 100 - Countries y Barrios Cerrados Nordelta,$,19000,,"62,5m²",2,,$4.800,,,,,1,,,
Traful 3300,Traful 3300 - Barracas,$,22000,,150m²,,,,,,,,,,,
pedro de mendoza 3600,pedro de mendoza 3600 - Barracas,$,60000,,490m²,,,,,,,,,,,
Torre 1 - UF 102 D 100,Torre 1 - UF 102 D 100 - Otros barrios de Nordelta,$,17000,,"54,3m²",1,,$11.700,,,,,1,,,
Maipú 1200,Maipú 1200 - Retiro,USD,38080,,,,,,,,,,11,,19años,
LOS OLMOS,LOS OLMOS - Los Olmos,$,28000,,170m²,3,,,,,,,,Casa,20años,
GURRUCHAGA al 1700,GURRUCHAGA al 1700 - Palermo,'],,,,,,,,,,,,,15años,
Rp Pres Gral J A Roca 600,Rp Pres Gral J A Roca 600 - Hurlingham,$,136000,500m²,1700m²,,,,,,,,,,,
Arroyo 900,Arroyo 900 - Retiro,$,16000,5m²,35m²,1,,NoIncluidas,,Lateral,,,,Departamento,35años,
J Pujol 1400,"J Pujol 1400, 5° piso - Caballito Norte",$,13900,8m²,50m²,1,,$1.650,3.50x3mtsconplacard,Frente,,,,Semipiso,4años,
Uspallata 800,Uspallata 800 - Barracas,$,70000,,,,,,,,,,,,,
Av. Maipu 1500,"Av. Maipu 1500, 6° piso - Olivos",$,15000,,55m²,2,,,,Frente,,,,Departamento,,
3 de Febrero al 2800,3 de Febrero al 2800 - Nuñez,USD,4000,,120m²,3,,$13.877,,Frente,,,1,,,Si
MENDOZA 3600,MENDOZA 3600 - Rosario,$,16000,,,,,,,,,,,,,
SAN LUIS 800,SAN LUIS 800 - Rosario,$,17000,,,,,,,,,,,,,
Juana Manso 1500,Juana Manso 1500 - Puerto Madero,$,41500,,108m²,2,,,,Frente,,,1,,14años,
Ruta 27 5300,Ruta 27 5300 - Tigre,$,40000,,,,,,,,,,,,,
Av. del Libertador 100,"Av. del Libertador 100, 1° piso - Vicente Lopez Vias / Rio",USD,2000,,,,,,,,,,1,,,
AUSTRIA BIS 100,AUSTRIA BIS 100 - Troncos Del Talar,$,590000,,3300m²,,,,,,,,,,,
25 DE MAYO 500,25 DE MAYO 500 - San Nicolás,USD,16000,,,,,,,,,,,,,
Pedernera 100,"Pedernera 100, 1° piso - Flores",$,15000,20m²,55m²,2,,NoIncluidas,,Frente,,,,Departamento,10años,
Inte Witcomb 2600,Inte Witcomb 2600 - Villa Ballester,$,10000,,40m²,,,,,,,,,,2años,
Av F De Olazabal 2300,Av F De Olazabal 2300 - Belgrano C,$,17000,,26m²,,,$800,,,,,,,30años,
La Pampa al 2000,La Pampa al 2000 - Belgrano Barrancas,$,19900,,,,,$1.450,,,,,,,40años,
GURRUCHAGA 1000,GURRUCHAGA 1000 - Palermo,$,60000,,,,,,,,,,,,,
Rivadavia 100,Rivadavia 100 - San Isidro,$,34000,,,,,,,,,,2,,,
Zapiola al 1700,Zapiola al 1700 - Belgrano,$,25000,5m²,93m²,3,,$9.000,,Contrafrente,,,1,,30años,
Alicia M. de Justo 1100,Alicia M. de Justo 1100 - Puerto Madero,$,30000,,,,,$9.000,,,,,1,,,
Roque Saenz Peña 600,Roque Saenz Peña 600 - San Nicolás,$,26000,,,,,$7.151,,,,,,,,
O Cossettini 1500,O Cossettini 1500 - Puerto Madero,USD,8000,,295m²,,,,,,,,,,,
Av. Córdoba al 800,Av. Córdoba al 800 - Microcentro,$,65000,,,,,$19.000,,,,,,,,
A Moreau De Justo 1700,A Moreau De Justo 1700 - Puerto Madero,$,55000,,,,,,,,,,1,,7años,
Soldado de la Independencia al 700,Soldado de la Independencia al 700 - Belgrano,$,23000,,,,,$3.000,,,,,,,3años,
Av. Caseros 3300,Av. Caseros 3300 - Parque Patricios,USD,4260,,,,,,,,,,,,,
Av. Caseros 3300,Av. Caseros 3300 - Parque Patricios,USD,1600,,,,,,,,,,,,,
Ocampo al 1100,Ocampo al 1100 - Hurlingham,$,487050,,5730m²,,,,,,,,,,,
Ocampo al 1100,Ocampo al 1100 - Hurlingham,$,477000,,5300m²,,,,,,,,,,,
Ocampo al 1100,Ocampo al 1100 - Hurlingham,$,90000,,1000m²,,,,,,,,,,,
Av. Regimiento de Patricios 1000,Av. Regimiento de Patricios 1000 - Barracas,$,45000,,,,,,,,,,,,,
Av. Regimiento de Patricios 1000,Av. Regimiento de Patricios 1000 - Barracas,$,90000,,,,,$7.500,,,,,,,,
Viamonte 100,Viamonte 100 - Microcentro,$,22500,,,,,$5.100,,,,,,,,
Av Colonia al 100,Av Colonia al 100 - Parque Patricios,$ '],640,,,,,,,,,,,,,
Claudio M Cuenca 3400,Claudio M Cuenca 3400 - Villa del Parque,$,38000,,,,,,,,,,,,,
Juana Manso 1600,Juana Manso 1600 - Puerto Madero,$,22700,,55m²,1,,,,Frente,,,,,19años,
Uspallata 800,Uspallata 800 - Barracas,$,80000,,573m²,,,,,,,,,,,
Peru 500,"Peru 500, 7° piso - Centro",$,7000,,,,,$3.500,,,,,,,45años,
Colonia al 100,Colonia al 100 - Parque Patricios,$,147000,,,,,,,,,,,,,
Uspallata al 3000,Uspallata al 3000 - Parque Patricios,USD,90000,,,,,,,,,,,,,
Manuela Saenz 300,"Manuela Saenz 300, 9° piso - Puerto Madero",USD,8211,,,,,,,,,,2,,10años,
Blas Parera 0,Blas Parera 0 - Vicente Lopez,USD '],26,,,,,,,,,,,,,
San Sebastián 200,San Sebastián 200 - San Sebastian,$,18000,,153m²,3,,,,,,,1,Casa,,Si
Av Marquez al 2000,Av Marquez al 2000 - Pablo Podesta,USD,10500,,2100m²,,,,,,,,,,,
Av. B. Marquez al 1800,Av. B. Marquez al 1800 - Pablo Podesta,$,287052,,3777m²,,,,,,,,,,,
Cochabamba 1400,Cochabamba 1400 - Centro,$,4000,,,,,$320,,,,,,,,
Av. 31 y Av.526 0,Av. 31 y Av.526 0 - La Plata,$,8500,,50m²,2,,NoIncluidas,,Frente,,,1,Departamento,10años,
Godoy Cruz 1400,"Godoy Cruz 1400, 1° piso - Palermo Soho",$,49000,40m²,140m²,5,,,,,,,,Departamento,50años,
Belgrano al 300,Belgrano al 300 - San Isidro,$,45000,,,,,,,,,,,,,
Juan Berduc 1800,Juan Berduc 1800 - Hurlingham,'],,,1750m²,,,,,,,,,,,
Hector arregui 2000,Hector arregui 2000 - Tortuguitas,$,60000,600m²,600m²,,,,,,,,,,,
Jose Marmol 100,Jose Marmol 100 - Moreno,$,145000,,1200m²,,,,,,,,,,,
Tronador 3400,"Tronador 3400, 4° piso - Coghlan",$,25000,,90m²,1,,$6.500,,,,,1,Departamento,8años,
EL PALMAR 100,EL PALMAR 100 - Otros barrios de Nordelta,$,11500,,40m²,Monoambiente,,,,,,,1,Departamento,,
Av. Mitre 3600,"Av. Mitre 3600, pb piso - Munro",$,26000,,100m²,,,,,,,,,,40años,
Rivadavia 5200,Rivadavia 5200 - Caballito,USD,12500,,,,,,,,,,,,,
B Perez Galdos 1500,B Perez Galdos 1500 - Pablo Podesta,$,240000,8000m²,2000m²,,,,,,,,,,,
Juan B Justo 4300,Juan B Justo 4300 - Caballito,USD,2000,,,,,,,,,,,,,
LOPEZ al 2600 Torres Maui,LOPEZ al 2600 Torres Maui - Centro,$,8000,,36m²,Monoambiente,,$3.400,,Frente,,,,,2años,Si
Pareja al 3200,Pareja al 3200 - Villa Devoto,$,25000,,,,,,,,,,,,30años,
España 2300,España 2300 - Olivos Roche,$,15000,,,,,,,,,,,,,
Juan B Justo 2500,Juan B Justo 2500 - Olivos Golf,USD,3500,,,,,,,,,,,,,
JUAN B JUSTO 2400,JUAN B JUSTO 2400 - Olivos Roche,$,37000,,,,,,,,,,,,,
Ugarte 2400,Ugarte 2400 - Olivos Golf,$,15000,,,,,,,,,,,,,
Arenales al 2100,Arenales al 2100 - Recoleta,$,180000,,,,,,,,,,,,,
Autop Panamericana 0,"Autop Panamericana 0, 1° piso - Pilar",$,11000,,,,,$3.200,,,,,1,,6años,
Suipacha al 100,Suipacha al 100 - Microcentro,$,21000,,,,,$6.200,,,,,,,35años,
Terrazas de la bahia 2,Terrazas de la bahia 2 - Otros barrios de Nordelta,USD '],600,,,,,$7.000,,,,,1,,8años,Si
Av. Saenz 100,Av. Saenz 100 - Parque Patricios,'],,,,,,,,,,,,,,
Av. Mitre 3800,Av. Mitre 3800 - Munro,$,50000,,160m²,,,,,,,,,,,
Vuelta de obligado al 2400,Vuelta de obligado al 2400 - Belgrano,$,30000,,,,,,,,,,,,,
Av B Marquez 1600,Av B Marquez 1600 - Pablo Podesta,$,458000,3500m²,3777m²,,,,,,,,,,,
SAN ANDRÉS - VILLANUEVA 100,SAN ANDRÉS - VILLANUEVA 100 - Villanueva,$,50000,,230m²,4,,,,,,,,Casa,,Si
Pelliza 4000,Pelliza 4000 - Munro,$,19000,,,,,,,,,,3,,,
Barbarita 100,Barbarita 100 - Barbarita,USD,4900,,460m²,5,,,,,,,2,Casa,1años,Si
O Cossettini 1500,"O Cossettini 1500, PB piso - Puerto Madero",$,120000,,185m²,,,,,,,,,,,
O Cossettini 1500,O Cossettini 1500 - Puerto Madero,USD,12000,,610m²,,,,,,,,,,,
O Cossettini 1500,O Cossettini 1500 - Puerto Madero,USD,3800,,205m²,,,,,,,,,,,
INDEPENDENCIA al 4800,INDEPENDENCIA al 4800 - Villa Ballester,$,26000,,,,,,,,,,,,30años,
Autop Panamericana 0,"Autop Panamericana 0, 2° piso - Pilar",$,11000,,,,,$3.200,,,,,1,,6años,
"CABRERA, JOSE ANTONIO 3100","CABRERA, JOSE ANTONIO 3100, 2° piso - Recoleta",$,10000,4m²,41m²,1,,,8,Interno,,2,,Departamento,38años,
alberdi 400,alberdi 400 - Olivos,$,35000,,,,,$7.000,,,,,,,,
Alberdi 400,Alberdi 400 - Olivos,USD,4900,,,,,$24.200,,,,,2,,,
Libertador 5900,Libertador 5900 - Belgrano,USD,4400,,,,,$15.000,,,,,2,,,
San Lorenzo 1700,"San Lorenzo 1700, 2° piso - Centro",$,6200,,45m²,1,,,,Contrafrente,,,,Departamento,,
Lavalle al 1600,Lavalle al 1600 - Tribunales,$,8775,,,,,$2.370,,,,,,,,
Tacuarí al 200,Tacuarí al 200 - Monserrat,$,5250,,,,,$1.400,,,,,,,35años,
alberdi 400,alberdi 400 - Olivos,$,45000,,,,,$11.000,,,,,1,,,
Belgrano al 1200,Belgrano al 1200 - Monserrat,$,12500,,,,,$3.150,,,,,,,35años,
Tucuman al 600,Tucuman al 600 - Microcentro,$,40000,,,,,$17.000,,,,,,,40años,
Nicaragua al 4900,Nicaragua al 4900 - Palermo,$,120000,,,,,,,,,,,,,
San Martin al 100,San Martin al 100 - Microcentro,USD,6000,,,,,$60.000,,,,,4,,30años,
Officia Pilar - Edificio Life,Officia Pilar - Edificio Life - Pilar,$,13500,,,,,,,,,,1,,,
Av Corrientes 2600,"Av Corrientes 2600, 12° piso - Once",$,6500,,,,,$1.400,,,,,,,40años,
PANAMERICANA KM 55 Y EL PETREL (Granadero Gelves) 1000,PANAMERICANA KM 55 Y EL PETREL (Granadero Gelves) 1000 - Pilar,$,9500,,,,,$1.000,,,,,1,,8años,
Av. Córdoba al 2400,Av. Córdoba al 2400 - Centro,$,50000,,,,,$23.500,,,,,,,,
Av Corrientes 2600,"Av Corrientes 2600, 12° piso - Once",$,6500,,,,,$1.200,,,,,,,40años,
Avenida de Los Incas 5200,Avenida de Los Incas 5200 - Villa Urquiza,$,36900,,,,,,,,,,,,,
Alte. Brown al al 3400,Alte. Brown al al 3400 - Lomas Del Mirador,$,55000,,800m²,,,,,,,,,,40años,
Av Bernabe Marquez al 1800,Av Bernabe Marquez al 1800 - Pablo Podesta,$ '],76,,2300m²,,,,,,,,,,,
Maipú 71,Maipú 71 - San Nicolás,USD,46000,,,,,,,,,,,,,
Av. Chiclana al 3500,Av. Chiclana al 3500 - Parque Patricios,USD,2538,,,,,,,,,,,,,
Federico Lacroze al 1700,Federico Lacroze al 1700 - Palermo,USD,22000,,,,,,,,,,,,30años,
Local en Flores a metros de la Plaza,Local en Flores a metros de la Plaza - Flores,$,27000,,,,,,,,,,,,30años,
Coronel Salvadores 1200,Coronel Salvadores 1200 - Barracas,$,35000,,270m²,,,,,,,,,,,
Ayres de pilar,Ayres de pilar - Ayres De Pilar,$,70000,77m²,330m²,5,,,,,,,2,Casa,,Si
Av Pres Roque Saenz Peña 800,Av Pres Roque Saenz Peña 800 - Microcentro,$,26000,,,,,,,,,,,,45años,
Rio Cuarto 1300,Rio Cuarto 1300 - Barracas,$,170000,,1600m²,,,,,,,,,,,
Av. del Mirador 400,Av. del Mirador 400 - Otros barrios de Nordelta,$,20000,,,,,$5.800,,,,,1,,10años,
THEDY al 100,THEDY al 100 - Abasto,$,25000,,38m²,1,,$5.000,,Frente,,,,,5años,Si
Av Inte Francisco Rabanal 2800,Av Inte Francisco Rabanal 2800 - Villa Soldati,$,180000,,1150m²,,,,,,,,,,50años,
Valentin Gomez 0,Valentin Gomez 0 - Moron,USD,24000,,3800m²,,,,,,,,,,,
Belgrano 300,Belgrano 300 - Moron,'],,,434m²,,,,,,,,,,15años,
EDIFICIO TORRE DE LAS NACIONES 100,EDIFICIO TORRE DE LAS NACIONES 100 - Tigre,USD,8550,,,,,,,,,,4,,,
Cecilia Grierson 400,"Cecilia Grierson 400, 3° piso - Puerto Madero",USD,4700,,,,,,,,,,3,,2años,
Av. Caseros 3600,Av. Caseros 3600 - Parque Patricios,$,132300,,,,,,,,,,,,,
Diogenes Taborda al 100,Diogenes Taborda al 100 - Parque Patricios,$,64200,,,,,,,,,,,,,
AV MARQUEZ 1500,AV MARQUEZ 1500 - Jose Leon Suarez,$,8800,,,,,,,,,,,,,
Beruti al 4500,Beruti al 4500 - Palermo Nuevo,$,12000,,,,,$5.700,,,,,,,10años,
"Rep, O. Del Uruguay 700","Rep, O. Del Uruguay 700 - Moron",$,8000,,48m²,1,,$1.800,,Contrafrente,,,,Departamento,10años,
Cramer 3048,Cramer 3048 - Belgrano,$,70000,,,,,,,,,,3,,30años,
Maipu al 300,Maipu al 300 - San Nicolás,$,55000,,,,,$21.000,,,,,1,,30años,
Corrientes 500,"Corrientes 500, 1° piso - Olivos",$,9600,,,,,$2.200,,,,,,,,
Aristóbulo del Valle 200,Aristóbulo del Valle 200 - Martinez,$,17000,,55m²,2,,$4.300,,Frente,,,,Departamento,,
Mar Dulce 300,Mar Dulce 300 - Pompeya,$,29500,,240m²,,,,,,,,,,,
CONCORD PILAR,CONCORD PILAR - Condominio Pilar,$,12000,,50m²,2,,$4.800,,Interno,,,,Departamento,15años,
Boulevard 84 300,Boulevard 84 300 - La Plata,$,7000,,33m²,Monoambiente,,,,,,,,Departamento,,
Cecilia Grierson 300,"Cecilia Grierson 300, 18° piso - Puerto Madero",USD,44208,,,,,,,,,,12,,8años,
Av Del Libertador 7200,"Av Del Libertador 7200, 1° piso - Nuñez",USD,53661,,,,,,,,,,,,,
Rivadavia y Tierra del Fuego,Rivadavia y Tierra del Fuego - Garin,'],,,30000m²,,,,,,,,,,,
Rivadavia y Tierra del Fuego,Rivadavia y Tierra del Fuego - Garin,'],,,7500m²,,,,,,,,,,,
Rivadavia y Tierra del Fuego,Rivadavia y Tierra del Fuego - Garin,'],,,10000m²,,,,,,,,,,,
Rivadavia y Tierra del Fuego,Rivadavia y Tierra del Fuego - Garin,'],,,5000m²,,,,,,,,,,,
Rivadavia y Tierra del Fuego,Rivadavia y Tierra del Fuego - Garin,'],,,2500m²,,,,,,,,,,,
BROWN 2600,BROWN 2600 - Plaza Mitre,$,25000,,96m²,2,,NoIncluidas,,Frente,,,1,Piso,,
Laguna 1400,Laguna 1400 - Parque Avellaneda,$,15000,,100m²,,,,,,,,,,,
PUERTO ESCONDIDO - ESPIGÓN 100,PUERTO ESCONDIDO - ESPIGÓN 100 - Otros barrios de Nordelta,$,17000,,40m²,1,,,,,,,1,Departamento,,
Entre Rios al 1600,Entre Rios al 1600 - Olivos Maipu/Uzal,USD,12000,,,,,,,,,,10,,10años,
Rafael Nuñez 4100,Rafael Nuñez 4100 - Cerro De Las Rosas,$,5000,,25m²,,,,,,,,,,,
Rivadavia 100,Rivadavia 100 - Belen De Escobar,USD,15000,5000m²,2500m²,,,,,,,,,,,
Rioja 3500,"Rioja 3500, 2° piso - Centro",$,5800,,28m²,Monoambiente,,,,Contrafrente,,,,Departamento,4años,
Comodoro Rivadavia al 1100,Comodoro Rivadavia al 1100 - Horqueta,$,50000,,,3,,,,,,,1,,25años,Si
Av. Corrientes 600,Av. Corrientes 600 - Microcentro,USD '],19,,,,,,,,,,22,,25años,
Concord Pilar 100,Concord Pilar 100 - Countries y Barrios Cerrados Pilar,$,24000,,,,,,,,,,,,,Si
Zavaleta 85,Zavaleta 85 - Parque Patricios,USD,110000,,,,,,,,,,18,,,
El Refran al 3200,El Refran al 3200 - Parque Patricios,USD,32000,,,,,,,,,,,,,
Apartamentos Del Campus 100,Apartamentos Del Campus 100 - Countries y Barrios Cerrados Pilar,$,14500,,72m²,2,,,,,,,1,Departamento,10años,
EDIFICIO TORRE DE LAS NACIONES 100,EDIFICIO TORRE DE LAS NACIONES 100 - Tigre,USD,4275,,,,,,,,,,2,,,
corrientes al 700 entre berutti y necochea,corrientes al 700 entre berutti y necochea - Martinez,$,29500,,125m²,3,,,,,,,,,40años,
Av. Rivadavia 800,Av. Rivadavia 800 - Microcentro,$,350000,,,,,,,,,,,,20años,
Puente del Inca al 2000,Puente del Inca al 2000 - Carlos Spegazzini,USD,18000,2000m²,3000m²,,,,,,,,,,,
Urquiza al 2000,Urquiza al 2000 - Parque Patricios,$,70000,,,,,,,,,,6,,25años,
Lorenzo Lopez 1000,"Lorenzo Lopez 1000, 1° piso - Pilar Centro",$,10000,12m²,65m²,1,,$1.900,,Frente,,,1,Departamento,3años,Si
CHAMPAGNAT,CHAMPAGNAT - El Hornero,$,14000,,,2,,$2.100,,,,,,Departamento,6años,
Rivadavia y Tierra del Fuego,Rivadavia y Tierra del Fuego - Garin,'],,,15000m²,,,,,,,,,,,
PUEYRREDON 2600,PUEYRREDON 2600 - Villa Ballester,$,27000,,45m²,,,,,,,,,,6años,
PILAR CENTRO OFICINAS Calle SAN MARTIN 500,PILAR CENTRO OFICINAS Calle SAN MARTIN 500 - Pilar Centro,$,4000,,,,,,,,,,,,20años,
Av Nazca 1800,Av Nazca 1800 - Villa del Parque,$,28000,,100m²,,,,,,,,,,,
Av Nazca 1800,Av Nazca 1800 - Villa del Parque,$,9000,,70m²,1,,,,Frente,,,,Ph,,
EDIFICIO PANAMERICANA 50 100,EDIFICIO PANAMERICANA 50 100 - Pilar,$,11000,,,,,,,,,,1,,,
Estrada al 1800,Estrada al 1800 - Villa Maipu,$ '],150,,330m²,,,,,,,,,,,
Bosh 300,Bosh 300 - Avellaneda,'],,,10000m²,,,,,,,,,,,
Finochietto 800,Finochietto 800 - Barracas,USD '],14,,,,,,,,,,,,,
