titulo,localizacion,moneda,precio,superficie_total,superficie_cubierta,dormitorios,ambientes,expensas,pisos,disposicion,piso,departamentos_x_piso,cocheras,tipo_departamento,antiguedad,con_pileta
"Fray Francisco Martinez 180, San Miguel Del Monte, Monte",Fray Francisco Martinez 180 San Miguel Del Monte - Monte - Buenos Aires Interior,$,2.000, 10000 m² ,80 m²,2,3,,,,,,1,,,Si
"Medrano 3300, Punta Mogotes, Mar Del Plata",Medrano 3300 Punta Mogotes - Mar Del Plata - Bs.as. Costa Atlántica,$,4.000, 200 m² ,120 m²,3,4,,,,,,1,,,
"Almirante Brown 1900, Centro, Mar Del Plata",Almirante Brown 1900 Centro - Mar Del Plata - Bs.as. Costa Atlántica,$,1.000, 60 m² ,60 m²,2,3,,,Contrafrente,5,,,Departamento,,
"Bouchard 3048, La Lonja, Pilar",Bouchard 3048 La Lonja - Pilar - Bs.as. G.b.a. Norte,$,3.800, 1600 m² ,120 m²,3,4,,,,,,,,15 años,Si
"Córdoba 200, Mar De Ajo",Córdoba 200 Mar De Ajo - Bs.as. Costa Atlántica,$,1.500, 400 m² ,60 m²,2,3,,,,,,4,,,
"De Las Musas 1228, Tridente, Pinamar",De Las Musas 1228 Tridente - Pinamar - Bs.as. Costa Atlántica,$,1.500, 400 m² ,50 m²,2,3,,,,1,,,Departamento,,
"Rubens 184, La Falda, Punilla",Rubens 184 La Falda - Punilla - Córdoba,$,900, 1400 m² ,90 m²,2,5,,2,,,,1,,,Si
"Costanera 1800, San Bernardo",Costanera 1800 San Bernardo - Bs.as. Costa Atlántica,$,3.600, 90 m² ,85 m²,2,3,,,Frente,2,,1,Departamento,,
"Paraiso 1050, Cariló",Paraiso 1050 Cariló - Bs.as. Costa Atlántica,$,7.900, 1000 m² ,170 m²,3,4,,1,,,,1,,,Si
"Tirso De Molina 1039, Francisco Álvarez, Moreno",Tirso De Molina 1039 Francisco Álvarez - Moreno - Bs.as. G.b.a. Oeste,$,4.000, 1600 m² ,24 m²,1,1,,,,,,,,10 años,Si
"Calle 120 Entre 1 Y 2 188, Villa Gesell",Calle 120 Entre 1 Y 2 188 Villa Gesell - Bs.as. Costa Atlántica,$,900, 48 m² ,48 m²,1,2,,,Contrafrente,,,1,Departamento,,
"121 50, Villa Gesell",121 50 Villa Gesell - Bs.as. Costa Atlántica,$,1.111, 1 m² ,1 m²,4,5,,1,,,,2,,,
"Esteban Gomez 4000, Malvinas Argentinas",Esteban Gomez 4000 Malvinas Argentinas - Bs.as. G.b.a. Norte,$,2.900, 600 ha ,200 m²,2,3,,,,,,,,20 años,Si
"Albatros 300, Mar De Las Pampas",Albatros 300 Mar De Las Pampas - Bs.as. Costa Atlántica,$,6.000, 200 m² ,150 m²,3,5,,2,,,,2,,,
"Collins 6345, Miami, Florida",Collins 6345 Miami - Florida - Usa,$,3.750, 40 m² ,40 m²,1,1,,,Frente,8,,1,Departamento,,Si
"De La Maza 2839, Punta Mogotes, Mar Del Plata",De La Maza 2839 Punta Mogotes - Mar Del Plata - Bs.as. Costa Atlántica,$,1.500, 40 m² ,40 m²,1,2,,,,,,,,,
"Manuel Guerrero Entre Albatros Y Brown 100, Mar De Las Pampas",Manuel Guerrero Entre Albatros Y Brown 100 Mar De Las Pampas - Bs.as. Costa Atlántica,$,1.200, 450 m² ,65 m²,1,2,,,,,,1,,,
"Pedro Diaz 1638, Hurlingham",Pedro Diaz 1638 Hurlingham - Bs.as. G.b.a. Oeste,$,111, 1800 m² ,300 m²,1,,,,,,,,,1 años,Si
"Avenida Bustillo 16500, Valle Escondido, Bariloche",Avenida Bustillo 16500 Valle Escondido - Bariloche - Río Negro,$,1.495, 10000 m² ,75 m²,2,3,,,,,,1,,,
"Gutierrez 400, Nueva Atlantis",Gutierrez 400 Nueva Atlantis - Bs.as. Costa Atlántica,$,1.000, 400 m² ,120 m²,3,,,,,,,2,,,
"Charcas 1100, Pilar",Charcas 1100 Pilar - Bs.as. G.b.a. Norte,$,4.500, 2000 ha ,180 m²,3,4,,,,,,,,10 años,Si
"Onas 478, Casa Grande, Punilla",Onas 478 Casa Grande - Punilla - Córdoba,$,1.800, 2000 m² ,90 m²,2,4,,,,,,1,,,Si
"Canal Arias 2000, Delta, Tigre",Canal Arias 2000 Delta - Tigre - Bs.as. G.b.a. Norte,$,1, 4000 m² ,45 m²,,,,,,,,,,5 años,
"Diagonal 18 263, Santa Teresita",Diagonal 18 263 Santa Teresita - Bs.as. Costa Atlántica,$,1.000, 50 m² ,40 m²,1,1,,,Frente,00,,,Departamento,,
"Las Heras 2398, Longchamps, Almirante Brown",Las Heras 2398 Longchamps - Almirante Brown - Bs.as. G.b.a. Sur,$,5.000, 111111 m² ,11111 m²,111,,,,,,,,,,Si
"Calle 11 Y Calle 26 360, Apart Club San Pedro, San Pedro",Calle 11 Y Calle 26 360 Apart Club San Pedro - San Pedro - Buenos Aires Interior,$,111.111, 1250 m² ,90 m²,2,,,,,,,2,,,Si
"San Luis 1400, Centro, Mar Del Plata",San Luis 1400 Centro - Mar Del Plata - Bs.as. Costa Atlántica,$,1.500, 30 m² ,28 m²,1,1,,,,,,,,,
"Madero 100, Ostende",Madero 100 Ostende - Bs.as. Costa Atlántica,$,1.500, 80 m² ,50 m²,1,2,,,,,,1,,,
"Ruta 2 Km 44500, Abasto, La Plata",Ruta 2 Km 44500 Abasto - La Plata - Bs.as. G.b.a. Sur,$,3.500, 30000 m² ,300 m²,4,4,,,,,,,,20 años,Si
"Bartolome Mitre 338, Pinamar",Bartolome Mitre 338 Pinamar - Bs.as. Costa Atlántica,$,1.900, 90 m² ,70 m²,2,3,,,Frente,1,,1,Semi piso,,
"Av. Urquiza 878, Villa Elisa, Colón",Av. Urquiza 878 Villa Elisa - Colón - Entre Ríos,$,3.000, 350 m² ,110 m²,2,4,,,,,,2,,,Si
"Playa Y Calle 43 1, Mar Azul",Playa Y Calle 43 1 Mar Azul - Bs.as. Costa Atlántica,$,2.000, 300 m² ,200 m²,2,3,,,,,,1,Departamento,,Si
"El Divisadero 100, Villa Yacanto, Calamuchita",El Divisadero 100 Villa Yacanto - Calamuchita - Córdoba,$,800, 2400 m² ,120 m²,4,4,,,,,,3,,,
"308 669, Villa Gesell",308 669 Villa Gesell - Bs.as. Costa Atlántica,$,2.100, 55 m² ,45 m²,1,,,,,,,1,,,
"Avutarda 670, Cariló",Avutarda 670 Cariló - Bs.as. Costa Atlántica,$,15.000, 300 m² ,300 m²,3,4,,,,,,2,,,Si
"Ruta 11 380, Costa Esmeralda",Ruta 11 380 Costa Esmeralda - Bs.as. Costa Atlántica,$,2.500, 1200 m² ,150 m²,4,5,,2,,,,4,,,
"Borques 224, Gualeguaychú",Borques 224 Gualeguaychú - Entre Ríos,$,350, 300 m² ,200 m²,3,6,,,,,,,,,
"Fragata Sarmiento 575, Golf Viejo, Pinamar",Fragata Sarmiento 575 Golf Viejo - Pinamar - Bs.as. Costa Atlántica,$,2.099, 142 m² ,120 m²,2,3,,1,,,,1,,,
"Chiozza 2600, San Bernardo",Chiozza 2600 San Bernardo - Bs.as. Costa Atlántica,$,1, 40 m² ,39 m²,1,2,,,Frente,,,,Departamento,,
"Avutarda 636, Cariló",Avutarda 636 Cariló - Bs.as. Costa Atlántica,$,4.000, 1000 m² ,180 m²,4,5,,,,,,2,,,Si
"Cevallos 200, Congreso,",Cevallos 200 Congreso - Capital Federal,$,899, 38 m² ,38 m²,1,2,,,Frente,,,,Departamento,,
"Carlos De Linneo 1850, Francisco Álvarez, Moreno",Carlos De Linneo 1850 Francisco Álvarez - Moreno - Bs.as. G.b.a. Oeste,$,5.000, 10000 ha ,400 m²,4,5,,,,,,,,40 años,Si
"Rio Canal Del Este 420, Delta, Tigre",Rio Canal Del Este 420 Delta - Tigre - Bs.as. G.b.a. Norte,$,5.400, 4000 m² ,130 m²,2,4,,,,,,,,,
"Calle 8 966, Santa Teresita",Calle 8 966 Santa Teresita - Bs.as. Costa Atlántica,$,750, 80 m² ,60 m²,2,3,,,Interno,,,,Ph,,
"Av Galo Lavalle Y Garita 9 123456879, Mar De Ajo",Av Galo Lavalle Y Garita 9 123456879 Mar De Ajo - Bs.as. Costa Atlántica,$,1.300, 52 m² ,44 m²,,,,,,,,,,2 años,
"Dorrego 100, Los Reartes, Calamuchita",Dorrego 100 Los Reartes - Calamuchita - Córdoba,$,1.900, 2500 m² ,80 m²,3,6,,1,,,,3,,,Si
"Avenida Costanera 580, Santa Clara Del Mar",Avenida Costanera 580 Santa Clara Del Mar - Bs.as. Costa Atlántica,$,1.200, 300 m² ,40 m²,1,1,,,Frente,,,2,Loft,,
"Tissera 800, Merlo, Junín",Tissera 800 Merlo - Junín - San Luis,$,300, 600 m² ,60 m²,2,2,,,,,,1,,,
"Concepcion Arenal 5018, Parque Luro, Mar Del Plata",Concepcion Arenal 5018 Parque Luro - Mar Del Plata - Bs.as. Costa Atlántica,$,1.200, 57 m² ,57 m²,2,3,,,Frente,,,,Departamento,,
"Bucarelli 71, General Rodríguez",Bucarelli 71 General Rodríguez - Buenos Aires Interior,$,2.500, 2650 m² ,400 m²,2,4,,,,,,,,20 años,Si
"Vivaldi 19, Villa Del Lago, Villa Carlos Paz",Vivaldi 19 Villa Del Lago - Villa Carlos Paz - Córdoba,$,1.000, 1000 m² ,45 m²,1,2,,,,,,1,,,Si
"Paseo 113 Bis 1378, Villa Gesell",Paseo 113 Bis 1378 Villa Gesell - Bs.as. Costa Atlántica,$,1.000, 21 m² ,21 m²,1,2,,,Interno,,,3,Departamento,,
"111 64, Villa Gesell",111 64 Villa Gesell - Bs.as. Costa Atlántica,$,2.200, 45 m² ,40 m²,1,2,,,Frente,,,1,Departamento,,
"Diagonal Estados Unidos 40, El Faro, Mar Del Plata", ,$,600, 55 m² ,130 m²,2,,,,,,,1,,,
"Arroyo Abra Vieja 75, Delta, Tigre",Arroyo Abra Vieja 75 Delta - Tigre - Bs.as. G.b.a. Norte,$,1.100, 6000 m² ,30 m²,1,2,,,,,,1,,,
"12 De Abril 1200, Colón",12 De Abril 1200 Colón - Entre Ríos,$,600, 60 m² ,30 m²,1,2,,,Frente,,,1,Departamento,,
"Ruta 82 700, San Carlos De Bariloche, Bariloche",Ruta 82 700 San Carlos De Bariloche - Bariloche - Río Negro,$,1.200, 45 m² ,40 m²,1,2,,,,,,,,,
"Calle 39 538, Santa Teresita",Calle 39 538 Santa Teresita - Bs.as. Costa Atlántica,$,1.200, 65 m² ,65 m²,1,2,,,Frente,,,1,Departamento,,
"33 3, Laguna De Lobos, Lobos",33 3 Laguna De Lobos - Lobos - Buenos Aires Interior,$,2.300, 800 m² ,100 m²,3,5,,,,,,,,15 años,Si
"Obligado 96, San Bernardo",Obligado 96 San Bernardo - Bs.as. Costa Atlántica,$,13.000, 75 m² ,70 m²,2,3,,,Frente,,,,Departamento,,
"Los Alelíes 541, Costa Del Este",Los Alelíes 541 Costa Del Este - Bs.as. Costa Atlántica,$,2.200, 200 m² ,35 m²,1,2,,1,,,,1,,,
"Los Gladiolos 125, General Rodríguez",Los Gladiolos 125 General Rodríguez - Bs.as. G.b.a. Oeste,$,6.000, 3600 m² ,300 m²,5,5,,,,,,,,5 años,
"Ruta Provincial 28, Villa Carlos Paz, Córdoba 0, Villa Del Lago, Villa Carlos Paz","Ruta Provincial 28, Villa Carlos Paz, Córdoba 0 Villa Del Lago - Villa Carlos Paz - Córdoba",$,600, 1000 m² ,120 m²,2,4,,,Frente,,,1,,,
"Luis 182, Sierra De Los Padres, General Pueyrredón",Luis 182 Sierra De Los Padres - General Pueyrredón - Buenos Aires Interior,$,3.500, 750 m² ,240 m²,2,4,,2,,,,2,,,Si
"44 Entre Pinamar Y Necochea 00011, Mar Azul",44 Entre Pinamar Y Necochea 00011 Mar Azul - Bs.as. Costa Atlántica,$,1.800, 1400 m² ,70 m²,2,,,,,,,1,,,
"Cerro De Las Lajas 1100, Merlo, Junín",Cerro De Las Lajas 1100 Merlo - Junín - San Luis,$,1.200, 75 m² ,60 m²,1,2,,,,,,1,,,Si
"Chiozza 2600, San Bernardo",Chiozza 2600 San Bernardo - Bs.as. Costa Atlántica,$,111, 49 m² ,47 m²,2,3,,,Frente,,,,Departamento,,
"Albatros Y Guerrero Sn, Mar De Las Pampas",Albatros Y Guerrero Sn Mar De Las Pampas - Bs.as. Costa Atlántica,$,2.200, 1200 m² ,120 m²,2,,,,,,,1,,,
"Quinteros 2189 Esq Drago 2189, Nueva Atlantis",Quinteros 2189 Esq Drago 2189 Nueva Atlantis - Bs.as. Costa Atlántica,$,1.200, 100 m² ,50 m²,2,3,,,,,,2,,,
"Camino De La Costa 751, Gualeguaychú",Camino De La Costa 751 Gualeguaychú - Entre Ríos,$,5.200, 4500 m² ,250 m²,3,4,,,,,,5,,,Si
"9 670, San Clemente",9 670 San Clemente - Bs.as. Costa Atlántica,$,1.300, 360 m² ,56 m²,2,3,,,,,,2,,,
"Biarritz 513, Ostende",Biarritz 513 Ostende - Bs.as. Costa Atlántica,$,2.500, 50 m² ,48 m²,1,2,,,Frente,,,7,Departamento,,Si
"Calle 33 566, Santa Teresita",Calle 33 566 Santa Teresita - Bs.as. Costa Atlántica,$,580, 70 m² ,45 m²,1,2,,,,,,1,,,
"Garofalo / Sucre 50, General Rodríguez",Garofalo / Sucre 50 General Rodríguez - Bs.as. G.b.a. Oeste,$,4.000, 1300 m² ,140 m²,2,3,,,,,,,,2 años,Si
"Los Nogales 2464, La Lonja, Pilar",Los Nogales 2464 La Lonja - Pilar - Bs.as. G.b.a. Norte,$,2.500, 650 ha ,70 m²,1,3,,,,,,,,4 años,Si
"Calle 28 400, Mar De Las Pampas",Calle 28 400 Mar De Las Pampas - Bs.as. Costa Atlántica,$,2.000, 80 m² ,75 m²,2,,,,,,,1,,,
"Paseo 138 Y Playa 47, Villa Gesell",Paseo 138 Y Playa 47 Villa Gesell - Bs.as. Costa Atlántica,$,1.700, 64 m² ,60 m²,1,2,,,Frente,,,,Departamento,,
"Los Crisantemos 170, Costa Del Este",Los Crisantemos 170 Costa Del Este - Bs.as. Costa Atlántica,$,1.400, 80 m² ,70 m²,2,3,,1,,,,1,,,
"Boulevard Marítimo Patricio Peralta Ramos 663, La Perla, Mar Del Plata",Boulevard Marítimo Patricio Peralta Ramos 663 La Perla - Mar Del Plata - Bs.as. Costa Atlántica,$,700, 25 m² ,25 m²,,1,,,Frente,,,,Departamento,,
"Juan O Brien 1800, Paso Del Rey, Moreno",Juan O Brien 1800 Paso Del Rey - Moreno - Bs.as. G.b.a. Oeste,$,5.000, 700 ha ,250 m²,3,4,,,,,,,,40 años,Si
"El Boyero 536, Costa Verde, Villa General Belgrano",El Boyero 536 Costa Verde - Villa General Belgrano - Córdoba,$,4.500, 1200 m² ,160 m²,3,5,,2,,,,2,,,Si
"14 351, San Clemente",14 351 San Clemente - Bs.as. Costa Atlántica,$,400, 50 m² ,40 m²,1,3,,,,,,,,,
"Bolivar 500, Chascomús",Bolivar 500 Chascomús - Buenos Aires Interior,$,1.299, 600 m² ,600 m²,3,5,,,,,,,,20 años,
"39 Entre Mar Del Plata Y Pubta Del Este 232, Mar Azul",39 Entre Mar Del Plata Y Pubta Del Este 232 Mar Azul - Bs.as. Costa Atlántica,$,1.000, 60 m² ,60 m²,2,3,,2,,,,1,,,Si
"Laprida 700, Tandil",Laprida 700 Tandil - Buenos Aires Interior,$,800, 64 m² ,56 m²,1,2,,,Frente,,,1,Departamento,,
"14 1829, Miramar",14 1829 Miramar - Bs.as. Costa Atlántica,$,1.500, 300 m² ,60 m²,2,3,,,,,,4,,,
"113 1, Villa Gesell",113 1 Villa Gesell - Bs.as. Costa Atlántica,$,1.500, 54 m² ,50 m²,1,2,,,Frente,,,1,Departamento,,
"Urraca 1735, Cariló",Urraca 1735 Cariló - Bs.as. Costa Atlántica,$,6.750, 1100 m² ,210 m²,4,5,,,,,,,,,Si
"Garay 90, San Bernardo",Garay 90 San Bernardo - Bs.as. Costa Atlántica,$,1.300, 35 m² ,35 m²,1,2,,,Frente,,,,Departamento,,
"25 De Mayo 1021, Mina Clavero, San Alberto",25 De Mayo 1021 Mina Clavero - San Alberto - Córdoba,$,1.000, 1200 m² ,160 m²,4,6,,,,,,2,,,
"140 300, Villa Gesell",140 300 Villa Gesell - Bs.as. Costa Atlántica,$,2.000, 24 m² ,24 m²,1,1,,,,,,,,,
"Aristóbulo Del Valle 3600, Playa Grande, Mar Del Plata",Aristóbulo Del Valle 3600 Playa Grande - Mar Del Plata - Bs.as. Costa Atlántica,$,4.000, 108 m² ,100 m²,3,4,,,Frente,3,,,Departamento,,
"32 Y Av. Punta Del Este 0, Mar Azul",32 Y Av. Punta Del Este 0 Mar Azul - Bs.as. Costa Atlántica,$,1.400, 70 m² ,70 m²,1,3,,2,,,,,,,
"Calle 18 345, Santa Rosa De Calamuchita, Calamuchita",Calle 18 345 Santa Rosa De Calamuchita - Calamuchita - Córdoba,$,1.500, 150 m² ,60 m²,,,,,,,,,,5 años,
"Bartolome Mitre 300, Centro, Pinamar",Bartolome Mitre 300 Centro - Pinamar - Bs.as. Costa Atlántica,$,2.100, 78 m² ,58 m²,2,3,,,Frente,1,,1,Departamento,,
"Ejercito De Los Andes 1820 1800, Rama Caída, San Rafael",Ejercito De Los Andes 1820 1800 Rama Caída - San Rafael - Mendoza,$,1.300, 9000 m² ,65 m²,2,4,,,,,,1,,,Si
"173 Y Playa 00000, Mar De Las Pampas",173 Y Playa 00000 Mar De Las Pampas - Bs.as. Costa Atlántica,$,1.500, 60 m² ,60 m²,1,1,,,,,,1,,,
"Ruta 11 380, Costa Esmeralda",Ruta 11 380 Costa Esmeralda - Bs.as. Costa Atlántica,$,10.000, 180 m² ,180 m²,4,,,,,,,4,,,
"Arroyo Abra Vieja (muelle Siddhartha) 230, Delta, Tigre",Arroyo Abra Vieja (muelle Siddhartha) 230 Delta - Tigre - Bs.as. G.b.a. Norte,$,1.000, 40 m² ,30 m²,,,,,,,,,,3 años,
"Av. Costanera 7044, Mar Del Tuyú",Av. Costanera 7044 Mar Del Tuyú - Bs.as. Costa Atlántica,$,1.950, 64 m² ,50 m²,2,3,,,Frente,3,,1,Departamento,,
"Ezequiel Paz 44, Mar De Las Pampas",Ezequiel Paz 44 Mar De Las Pampas - Bs.as. Costa Atlántica,$,2.000, 80 m² ,48 m²,2,3,,2,,,,2,,,
"Avenida Belgrano 1600, Congreso,",Avenida Belgrano 1600 Congreso - Capital Federal,$,900, 32 m² ,32 m²,1,1,,,,,,,,,
"Suiza 1031, Belgrano, Bariloche",Suiza 1031 Belgrano - Bariloche - Río Negro,$,1.100, 1100 m² ,54 m²,2,4,,,,,,2,,,
"Arenales 697, Tandil",Arenales 697 Tandil - Buenos Aires Interior,$,800, 50 m² ,50 m²,1,3,,,Frente,,,1,Departamento,,
"Cabo Corrientes Y Albatros 780, Mar De Las Pampas",Cabo Corrientes Y Albatros 780 Mar De Las Pampas - Bs.as. Costa Atlántica,$,2.900, 450 m² ,120 m²,3,,,,,,,,,,
"Avenida 3 4186, Villa Gesell", ,$,1.000, 60 m² ,60 m²,2,3,,,Frente,1,,1,Departamento,,
"Residencial I 200, Costa Esmeralda",Residencial I 200 Costa Esmeralda - Bs.as. Costa Atlántica,$,2.500, 1100 m² ,185 m²,4,4,,,,,,1,,,Si
"Avenida 1 4000 4000, Villa Gesell",Avenida 1 4000 4000 Villa Gesell - Bs.as. Costa Atlántica,$,1.200, 50 m² ,50 m²,2,2,,,Frente,1,,1,Departamento,,
"Rio Neuquen 1500, Monte Hermoso",Rio Neuquen 1500 Monte Hermoso - Buenos Aires Interior,$,1.800, 60 m² ,30 m²,,1,,,,,,,,,
"Mariano Acosta 2227, Presidente Derqui, Pilar",Mariano Acosta 2227 Presidente Derqui - Pilar - Bs.as. G.b.a. Norte,$,2.000, 1100 m² ,150 m²,3,5,,,,,,,,10 años,Si
"Los Talas 160, Santa Rosa De Calamuchita, Calamuchita",Los Talas 160 Santa Rosa De Calamuchita - Calamuchita - Córdoba,$,900, 50 m² ,50 m²,1,2,,,Frente,,,1,,,Si
"419 100, Bosques De Peralta Ramos, Mar Del Plata",419 100 Bosques De Peralta Ramos - Mar Del Plata - Bs.as. Costa Atlántica,$,2.250, 1800 m² ,120 m²,3,5,,1,,,,2,,,Si
"Apeleg 318, Puerto Madryn, Biedma",Apeleg 318 Puerto Madryn - Biedma - Chubut,$,1.400, 250 m² ,40 m²,1,2,,,Frente,1,,5,Departamento,,
"Azopardo 775, Valeria Del Mar",Azopardo 775 Valeria Del Mar - Bs.as. Costa Atlántica,$,1.450, 30 m² ,30 m²,,1,,,Contrafrente,,,,Monoambiente,,Si
"Rio Capitan 145, Tigre",Rio Capitan 145 Tigre - Bs.as. G.b.a. Norte,$,1.000, 2500 m² ,80 m²,2,3,,,,,,,,,Si
"Av Costanera Pedro Gaston 813, Chascomús",Av Costanera Pedro Gaston 813 Chascomús - Buenos Aires Interior,$,3.000, 1100 m² ,120 m²,4,5,,,,,,,,,Si
"Gorlero Y Calle 27 27, Punta Del Este, Maldonado",Gorlero Y Calle 27 27 Punta Del Este - Maldonado - Uruguay,U$S,70, 42 m² ,35 m²,,1,,,,6,,1,Monoambiente,,Si
"Bufano 3900, Francisco Álvarez, Moreno",Bufano 3900 Francisco Álvarez - Moreno - Bs.as. G.b.a. Oeste,$,10.000, 2000 m² ,220 m²,3,,,,,,,,,,Si
"Punta Del Indio 200, Mar De Las Pampas",Punta Del Indio 200 Mar De Las Pampas - Bs.as. Costa Atlántica,$,1.100, 1600 m² ,60 m²,1,,,,,,,1,,,
"Avenida 8 800, Villa Gesell",Avenida 8 800 Villa Gesell - Bs.as. Costa Atlántica,$,1.200, 600 m² ,70 m²,2,3,,,,,,1,,,
"Miramar Y Calle 35 0, Mar Azul",Miramar Y Calle 35 0 Mar Azul - Bs.as. Costa Atlántica,$,1.200, 180 m² ,108 m²,2,2,,2,,,,2,,,
"De Las Almejas 20, Pinamar",De Las Almejas 20 Pinamar - Bs.as. Costa Atlántica,$,1.950, 70 m² ,60 m²,2,3,,,Frente,,,1,Semi piso,,
"Interbalnearia Interna 400, Costa Del Este",Interbalnearia Interna 400 Costa Del Este - Bs.as. Costa Atlántica,$,2.500, 100 m² ,70 m²,2,3,,,,,,,,,Si
"Av Colón 1500, Torreón, Mar Del Plata",Av Colón 1500 Torreón - Mar Del Plata - Bs.as. Costa Atlántica,$,900, 55 m² ,55 m²,2,3,,,Frente,,,1,Departamento,,
"La Paz 437, San Antonio De Areco",La Paz 437 San Antonio De Areco - Buenos Aires Interior,$,800, 1800 m² ,33 m²,1,1,,,,,,,,10 años,Si
"Cabañas Merlo San Luis 100, Merlo, Junín",Cabañas Merlo San Luis 100 Merlo - Junín - San Luis,$,450, 1000 m² ,60 m²,2,4,,,,,,1,,,Si
"Avenida Ii 230, San Clemente",Avenida Ii 230 San Clemente - Bs.as. Costa Atlántica,$,1.400, 50 m² ,45 m²,2,3,,,,,,,Ph,,
"Puente Roca Y San Julian 1150, General Rodríguez",Puente Roca Y San Julian 1150 General Rodríguez - Buenos Aires Interior,$,2.000, 1000 m² ,100 m²,2,3,,,,,,,,10 años,Si
"Belgica 35, Villa Del Lago, Villa Carlos Paz",Belgica 35 Villa Del Lago - Villa Carlos Paz - Córdoba,$,1.900, 1000 m² ,100 m²,2,4,,,,,,1,,,Si
"Av 6 519, Villa Gesell",Av 6 519 Villa Gesell - Bs.as. Costa Atlántica,$,500, 40 m² ,40 m²,10,20,,,Frente,,,,Departamento,,
"Comodoro De La Colina 1000, Playas De Oro, Villa Carlos Paz",Comodoro De La Colina 1000 Playas De Oro - Villa Carlos Paz - Córdoba,$,2.200, 2200 m² ,50 m²,1,2,,,,,,1,,,Si
"144 Y Avenida 8 - /- 145 Y Playa - / - Paseo 102 Y Av 2 / 256, Villa Gesell",144 Y Avenida 8 - /- 145 Y Playa - / - Paseo 102 Y Av 2 / 256 Villa Gesell - Bs.as. Costa Atlántica,$,1.200, 75 m² ,58 m²,2,3,,,Frente,1,,1,Departamento,,
"Canal Privado 0, Delta, Tigre",Canal Privado 0 Delta - Tigre - Bs.as. G.b.a. Norte,$,1.400, 7000 m² ,50 m²,2,,,,,,,1,,,
"Mitre 4500, La Lucila Del Mar",Mitre 4500 La Lucila Del Mar - Bs.as. Costa Atlántica,$,1.500, 75 m² ,70 m²,2,03,,,,,,,,,
"Alameda 201 619, Villa Gesell",Alameda 201 619 Villa Gesell - Bs.as. Costa Atlántica,$,1, 70 m² ,60 m²,,,,,,,,,,2 años,
"Alberti 646, Varese, Mar Del Plata",Alberti 646 Varese - Mar Del Plata - Bs.as. Costa Atlántica,$,2.900, 240 m² ,220 m²,5,6,,2,,,,1,,,
"Ingeniero Copello 457, La Falda, Punilla",Ingeniero Copello 457 La Falda - Punilla - Córdoba,$,600, 300 m² ,80 m²,2,4,,,,,,1,,,Si
"41 Nro 2 54, Miramar",41 Nro 2 54 Miramar - Bs.as. Costa Atlántica,$,2.950, 250 m² ,95 m²,2,4,,,,,,2,,,
"Avellaneda 524, Ostende",Avellaneda 524 Ostende - Bs.as. Costa Atlántica,$,2.000, 1 m² ,1 m²,2,3,,1,,,,1,,,
"Cabañas Merlo San Luis 100, Merlo, Junín",Cabañas Merlo San Luis 100 Merlo - Junín - San Luis,$,450, 800 m² ,60 m²,2,3,,,,,,1,,,Si
"Paseo 105 663, Villa Gesell",Paseo 105 663 Villa Gesell - Bs.as. Costa Atlántica,$,600, 70 m² ,70 m²,2,3,,,Frente,,,,Departamento,,
"Rsidencial 1 636, Costa Esmeralda",Rsidencial 1 636 Costa Esmeralda - Bs.as. Costa Atlántica,$,2.000, 180 m² ,160 m²,4,,,1,,,,1,,,
"Jorge Newberry 5500, Otros Barrios, Mar Del Plata",Jorge Newberry 5500 Otros Barrios - Mar Del Plata - Bs.as. Costa Atlántica,$,8.500, 300 m² ,270 m²,3,7,,2,,,,2,,,Si
"Bartolome Mitre 358, Linea Sur Mar, Pinamar",Bartolome Mitre 358 Linea Sur Mar - Pinamar - Bs.as. Costa Atlántica,$,1.550, 65 m² ,65 m²,2,4,,,Frente,,,1,Departamento,,
"Cnel. De Marina C. Fournier 191, Valeria Del Mar",Cnel. De Marina C. Fournier 191 Valeria Del Mar - Bs.as. Costa Atlántica,$,1.700, 100 m² ,75 m²,2,3,,,,,,3,,,
"Mendoza 2260, Varese, Mar Del Plata",Mendoza 2260 Varese - Mar Del Plata - Bs.as. Costa Atlántica,$,700, 25 m² ,23 m²,1,1,,,Contrafrente,,,,Departamento,,
"Costanera Y Calle 44 2161, Mar Azul",Costanera Y Calle 44 2161 Mar Azul - Bs.as. Costa Atlántica,$,6.000, 450 m² ,350 m²,4,6,,2,,,,2,,,
"Calle 21 834, Miramar",Calle 21 834 Miramar - Bs.as. Costa Atlántica,$,1.500, 45 m² ,45 m²,,1,,,Contrafrente,3,,,Departamento,,
"Calle 44 1428, San Clemente",Calle 44 1428 San Clemente - Bs.as. Costa Atlántica,$,1.000, 800 m² ,50 m²,1,2,,,,,,1,,,
"Destructor San Juan 900, Aguas Verdes",Destructor San Juan 900 Aguas Verdes - Bs.as. Costa Atlántica,$,1.000, 600 m² ,42 m²,1,2,,,Frente,,,1,Departamento,,
"Tronador 4200, San Carlos De Bariloche, Bariloche",Tronador 4200 San Carlos De Bariloche - Bariloche - Río Negro,$,650, 1000 m² ,40 m²,1,2,,,Frente,,,1,Departamento,,
"Benavente 440, General Rodríguez",Benavente 440 General Rodríguez - Bs.as. G.b.a. Oeste,$,111.111, 1000 m² ,60 m²,1,2,,,,,,,,5 años,Si
